name,lat,lon
Parklawn,37.607091,-120.980386
Parksdale,36.946491,-120.021168
Parkway,38.499293,-121.452011
Parkwood,36.929255,-120.048139
Parlier,36.608899,-119.543656
Pasadena,34.160602,-118.137954
Pasatiempo,37.003338,-122.026474
Paskenta,39.883275,-122.545834
Patterson,37.475876,-121.153882
Patterson Tract,36.379521,-119.295604
Patton Village,40.140724,-120.178123
Paxton,40.033606,-121.002569
Paynes Creek,40.3419,-121.924974
Pearsonville,35.822945,-117.87825
Penn Valley,39.195297,-121.194153
Penngrove,38.300619,-122.670641
Penryn,38.848218,-121.169809
Pepperdine University,34.042278,-118.709182
Perris,33.789849,-117.222171
Pescadero,37.244894,-122.378866
Petaluma,38.242251,-122.628769
Petaluma Center,38.250652,-122.788841
Peters,37.976157,-121.043809
Phelan,34.439816,-117.524829
Phillipsville,40.210704,-123.781212
Philo,39.065757,-123.445063
Phoenix Lake,38.011347,-120.309
Pico Rivera,33.989524,-118.089295
Piedmont,37.822545,-122.230024
Pierpoint,36.140468,-118.629615
Pike,39.427843,-120.999682
Pine Canyon,36.172072,-121.143013
Pine Flat,35.875355,-118.643832
Pine Grove,38.40304,-120.657087
Pine Hills,40.732892,-124.161095
Pine Mountain Club,34.840895,-119.168541
Pine Mountain Lake,37.85954,-120.181662
Pine Valley,32.841513,-116.510706
Pinole,38.001702,-122.318488
Pioneer,38.433759,-120.586077
Piru,34.405678,-118.805097
Pismo Beach,35.153173,-120.673874
Pittsburg,38.016771,-121.896948
Pixley,35.976823,-119.30019
Piñon Hills,34.445607,-117.623563
Placentia,33.881158,-117.854783
Placerville,38.731116,-120.797677
Plainview,36.143028,-119.13534
Planada,37.290207,-120.321637
Platina,40.359052,-122.904244
Pleasant Hill,37.954163,-122.075772
Pleasanton,37.667185,-121.88123
Pleasure Point,36.959718,-121.970036
Plumas Eureka,39.798242,-120.664441
Plumas Lake,38.979131,-121.558056
Plymouth,38.471741,-120.857194
Point Arena,38.912306,-123.695609
Point Reyes Station,38.084647,-122.809226
Pollock Pines,38.757641,-120.590957
Pomona,34.058494,-117.761091
Ponderosa,36.104693,-118.531915
Poplar-Cotton Center,36.057716,-119.150181
Port Costa,38.044543,-122.184942
Port Hueneme,34.162143,-119.204177
Porterville,36.063542,-119.0336
Portola,39.820799,-120.474293
Portola Valley,37.365191,-122.232724
Posey,35.805263,-118.682639
Poso Park,35.811272,-118.636537
Post Mountain,40.415949,-123.231604
Potomac Park,35.363538,-118.964963
Potrero,32.613089,-116.606815
Potter Valley,39.317141,-123.10986
Poway,32.987677,-117.021814
Prattville,40.206005,-121.157456
Primm,35.6119,-115.3879
Princeton,39.401598,-122.01936
Proberta,40.076157,-122.177609
Prunedale,36.811747,-121.65496
Pumpkin Center,35.265301,-119.03241
Quartz Hill,34.651988,-118.215945
Quincy,39.931017,-120.954886
Rackerby,39.426114,-121.35419
Rail Road Flat,38.335576,-120.550131
Rainbow,33.409873,-117.13944
Raisin City,36.603262,-119.909158
Ramona,33.045811,-116.877546
Rancho Calaveras,38.133305,-120.861766
Rancho Cordova,38.577079,-121.236187
Rancho Cucamonga,34.130306,-117.566067
Rancho Mirage,33.763838,-116.430388
Rancho Mission Viejo,33.514003,-117.561795
Rancho Murieta,38.500701,-121.074021
Rancho Palos Verdes,33.738517,-118.369685
Rancho San Diego,32.762405,-116.919691
Rancho Santa Fe,33.025814,-117.198148
Rancho Santa Margarita,33.632332,-117.599008
Rancho Tehama Reserve,40.004003,-122.42834
Randsburg,35.368658,-117.660322
Red Bluff,40.173515,-122.241525
Red Corral,38.412132,-120.607102
Redcrest,40.398775,-123.947415
Redding,40.570277,-122.366766
Redlands,34.053506,-117.170476
Redondo Beach,33.849538,-118.400755
Redway,40.120223,-123.821777
Redwood City,37.515274,-122.213672
Redwood Valley,39.268548,-123.202758
Reedley,36.599374,-119.447781
Reliez Valley,37.939888,-122.102695
Reno,39.5262,-119.8129
Rexland Acres,35.305053,-118.996992
Rialto,34.117419,-117.389215
Richfield,39.973801,-122.173234
Richgrove,35.796612,-119.106903
Richmond,37.952278,-122.360609
Richvale,39.493735,-121.750766
Ridgecrest,35.628542,-117.663992
Ridgecrest Heights,35.6019,-117.70418
Ridgemark,36.808241,-121.36228
Rio Dell,40.49557,-124.115163
Rio Linda,38.687502,-121.441682
Rio Oso,38.951823,-121.530974
Rio Vista,38.176672,-121.703406
Rio del Mar,36.957899,-121.884823
Ripley,33.523788,-114.652992
Ripon,37.742007,-121.130373
River Pines,38.545458,-120.742909
Riverbank,37.726022,-120.94484
Riverdale,36.430402,-119.867178
Riverdale Park,37.602223,-121.039491
Rivergrove,35.440294,-118.941085
Riverside,33.938143,-117.393168
Robbins,38.866948,-121.707092
Robinson Mill,39.485626,-121.320164
Rocklin,38.806868,-121.249696
Rodeo,38.036605,-122.253956
Rodriguez Camp,35.808986,-119.138822
Rohnert Park,38.347617,-122.700896
Rolling Hills,33.760016,-118.347168
Rolling Hills,36.903962,-119.796624
Rolling Hills Estates,33.778442,-118.327432
Rollingwood,37.965347,-122.330608
Romoland,33.764806,-117.157107
Rosamond,34.865627,-118.214767
Rose Hills,34.009012,-118.041909
Rosedale,35.388608,-119.205742
Rosemead,34.06888,-118.08268
Rosemont,38.547729,-121.355371
Roseville,38.770296,-121.319634
Ross,37.963821,-122.561614
Rossmoor,33.788691,-118.080326
Rough and Ready,39.234023,-121.138022
Round Mountain,40.797463,-121.937988
Round Valley,37.414163,-118.572273
Rouse,37.619513,-121.008371
Rowland Heights,33.970313,-117.890568
Rumsey,38.893308,-122.243647
Running Springs,34.211362,-117.104572
Ruth,40.293849,-123.348335
Rutherford,38.458864,-122.428831
Sacramento,38.567694,-121.468161
Sage,33.594066,-116.910385
Salida,37.709123,-121.084825
Salinas,36.690217,-121.633793
Salmon Creek,38.346212,-123.059329
Salton City,33.299426,-115.960947
Salton Sea Beach,33.375855,-116.011475
Salyer,40.876768,-123.573501
Samoa,40.814609,-124.189215
San Andreas,38.192691,-120.67318
San Anselmo,37.982117,-122.569921
San Antonio Heights,34.15642,-117.658705
San Ardo,36.023699,-120.907307
San Bernardino,34.14114,-117.294635
San Bruno,37.62556,-122.431397
San Buenaventura (Ventura),34.26778,-119.254206
San Carlos,37.499034,-122.267572
San Clemente,33.449143,-117.61312
San Diego,32.814977,-117.135562
San Diego Country Estates,33.009376,-116.787314
San Dimas,34.107957,-117.808529
San Fernando,34.288652,-118.436243
San Francisco,37.727239,-123.032229
San Gabriel,34.094636,-118.098469
San Geronimo,38.006713,-122.663266
San Jacinto,33.798864,-116.995914
San Joaquin,36.60559,-120.189766
San Jose,37.296011,-121.814552
San Juan Bautista,36.845132,-121.536949
San Juan Capistrano,33.500889,-117.654388
San Leandro,37.703368,-122.163036
San Lorenzo,37.6759,-122.135973
San Lucas,36.128349,-121.021732
San Luis Obispo,35.266195,-120.668438
San Marcos,33.132567,-117.169892
San Marino,34.122671,-118.112911
San Martin,37.082881,-121.596322
San Mateo,37.56031,-122.3106
San Miguel,35.753402,-120.692392
San Miguel,37.886699,-122.036833
San Pablo,37.962861,-122.342581
San Pasqual,34.139222,-118.102524
San Rafael,37.981003,-122.50693
San Ramon,37.765258,-121.931987
San Simeon,35.618206,-121.137438
Sand City,36.62177,-121.847668
Sanger,36.701219,-119.557396
Santa Ana,33.736332,-117.8829
Santa Barbara,34.403592,-119.713714
Santa Clara,37.364621,-121.967973
Santa Clarita,34.416504,-118.500693
Santa Cruz,36.974385,-122.035268
Santa Fe Springs,33.933565,-118.062611
Santa Margarita,35.389426,-120.608159
Santa Maria,34.933076,-120.443559
Santa Monica,34.010911,-118.498245
Santa Nella,37.101219,-121.015697
Santa Paula,34.354941,-119.066271
Santa Rosa,38.445824,-122.706181
Santa Rosa Valley,34.245903,-118.901784
Santa Susana,34.258582,-118.664319
Santa Venetia,38.005538,-122.502811
Santa Ynez,34.617457,-120.096355
Santee,32.85499,-116.986056
Saranap,37.887818,-122.076142
Saratoga,37.268326,-122.02622
Saticoy,34.282469,-119.142844
Sattley,39.629945,-120.437275
Sausalito,37.858369,-122.491844
Scotia,40.478813,-124.104651
Scotts Valley,37.055499,-122.011769
Sea Ranch,38.725274,-123.458314
Seacliff,36.977344,-121.918615
Seal Beach,33.754399,-118.07132
Searles Valley,35.770048,-117.396676
Seaside,36.625058,-121.817804
Sebastopol,38.400003,-122.827586
Seeley,32.790475,-115.684982
Selma,36.571768,-119.613952
Sequoia Crest,36.185882,-118.625635
Sereno del Mar,38.383671,-123.073148
Seville,36.483533,-119.225868
Shafter,35.479421,-119.201285
Shandon,35.653609,-120.383148
Shasta,40.592021,-122.477899
Shasta Lake,40.676564,-122.380909
Shaver Lake,37.099184,-119.325677
Sheep Ranch,38.207433,-120.460192
Shell Ridge,37.905919,-122.034399
Shelter Cove,40.038954,-124.055825
Sheridan,38.973111,-121.350946
Shingle Springs,38.665855,-120.936208
Shingletown,40.506094,-121.855665
Shoshone,35.96723,-116.30877
Sierra Brooks,39.642592,-120.215387
Sierra City,39.572658,-120.627617
Sierra Madre,34.168771,-118.050216
Sierra Village,38.075627,-120.159336
Sierraville,39.582232,-120.362065
Signal Hill,33.803461,-118.169735
Silver City,36.466306,-118.649508
Silver Lakes,34.74782,-117.344966
Silverado,33.748176,-117.628479
Silverado Resort,38.356302,-122.256334
Simi Valley,34.266887,-118.748458
Sisquoc,34.861817,-120.294395
Sky Valley,33.891237,-116.35504
Sleepy Hollow,38.012039,-122.587686
Smartsville,39.205273,-121.292916
Smith Corner,35.478831,-119.277123
Smith River,41.923802,-124.147825
Snelling,37.52445,-120.436319
Soda Bay,39.002431,-122.779476
Soda Springs,39.324788,-120.378665
Solana Beach,32.9913,-117.258062
Soledad,36.434522,-121.317759
Solvang,34.593758,-120.13968
Somis,34.265263,-118.998406
Sonoma,38.290331,-122.459831
Sonoma State University,38.340565,-122.672884
Sonora,37.981707,-120.382755
Soquel,36.997762,-121.948248
Soulsbyville,37.991289,-120.262791
South Dos Palos,36.970701,-120.646731
South El Monte,34.050377,-118.048384
South Gate,33.944159,-118.192761
South Lake Tahoe,38.928218,-119.981
South Monrovia Island,34.123421,-117.995864
South Oroville,39.476554,-121.543878
South Pasadena,34.108957,-118.156615
South San Francisco,37.655104,-122.376234
South San Gabriel,34.047794,-118.095678
South San Jose Hills,34.012332,-117.904363
South Taft,35.129308,-119.4575
South Whittier,33.93308,-118.030771
Sparks,39.5349,-119.7527
Spaulding,40.655664,-120.78626
Spreckels,36.624716,-121.646487
Spring Garden,39.891971,-120.786617
Spring Valley,32.729948,-116.976401
Spring Valley,39.076053,-122.584512
Spring Valley Lake,34.496818,-117.267587
Springville,36.120867,-118.822825
Squaw Valley,36.719141,-119.202677
Squirrel Mountain Valley,35.617524,-118.404668
St. Helena,38.512806,-122.468076
Stallion Springs,35.092016,-118.657649
Stanford,37.426933,-122.167741
Stanton,33.800233,-117.993449
Stateline,38.9599,-119.9399
Stebbins,35.40565,-119.314178
Stevenson Ranch,34.38772,-118.584359
Stevinson,37.324664,-120.849664
Stinson Beach,37.902485,-122.650116
Stirling City,39.904971,-121.537263
Stockton,37.976553,-121.308598
Stones Landing,40.691549,-120.734628
Stonyford,39.369492,-122.543808
Stratford,36.188464,-119.822247
Strathmore,36.146117,-119.064341
Strawberry,37.89125,-122.509166
Strawberry,38.198384,-120.010343
Sugarloaf Saw Mill,35.834299,-118.616541
Sugarloaf Village,35.826851,-118.635447
Suisun City,38.248334,-122.010066
Sultana,36.545511,-119.337736
Summerland,34.417182,-119.587494
Sun Village,34.559524,-117.956758
Sunny Slopes,37.569376,-118.675836
Sunnyside,36.729479,-119.694438
Sunnyside-Tahoe City,39.148318,-120.170938
Sunnyvale,37.385797,-122.026316
Sunol,37.585935,-121.880456
Susanville,40.433674,-120.628306
Sutter,39.155596,-121.749265
Sutter Creek,38.392445,-120.798969
Swall Meadows,37.50606,-118.642656
Taft,35.126696,-119.424194
Taft Heights,35.13375,-119.47114
Taft Mosswood,37.911954,-121.282166
Tahoe Vista,39.2468,-120.058578
Tahoma,39.058245,-120.142067
Talmage,39.131198,-123.163838
Tamalpais-Homestead Valley,37.879129,-122.537889
Tancred,38.761859,-122.154696
Tara Hills,37.993845,-122.318781
Tarina,35.3807,-118.817088
Tarpey Village,36.794082,-119.701193
Taylorsville,40.058662,-120.838675
Tecopa,35.820581,-116.205051
Tehachapi,35.142959,-118.446036
Tehama,40.021776,-122.126901
Temecula,33.493073,-117.131734
Temelec,38.257755,-122.498198
Temescal Valley,33.758003,-117.467159
Temple City,34.102156,-118.057971
Templeton,35.556024,-120.718166
Tennant,41.578884,-121.917464
Terminous,38.115256,-121.489558
Terra Bella,35.960011,-119.038528
Teviston,35.928872,-119.278332
Thermal,33.626195,-116.130834
Thermalito,39.508933,-121.601116
Thornton,38.229659,-121.426063
Thousand Oaks,34.19329,-118.874235
Thousand Palms,33.815006,-116.354481
Three Rivers,36.440041,-118.88028
Three Rocks,36.505148,-120.393534
Tiburon,37.886768,-122.462619
Timber Cove,38.541089,-123.258786
Tipton,36.057233,-119.313525
Tobin,39.935798,-121.296491
Tomales,38.24703,-122.905355
Tonyville,36.247382,-119.090352
Tooleville,36.287753,-119.115435
Topanga,34.096777,-118.606021
Topaz,38.638059,-119.501807
Toro Canyon,34.423004,-119.560729
Torrance,33.830453,-118.356618
Trabuco Canyon,33.678228,-117.594009
Tracy,37.727396,-121.452195
Tranquillity,36.648007,-120.252542
Traver,36.454111,-119.48373
Tres Pinos,36.790382,-121.310564
Trinidad,41.057708,-124.143255
Trinity Center,40.984064,-122.708325
Trinity Village,40.878916,-123.513207
Trona,35.815821,-117.347348
Trowbridge,38.926385,-121.514845
Truckee,39.350548,-120.193943
Tulare,36.200246,-119.339775
Tulelake,41.95346,-121.474897
Tuolumne City,37.962652,-120.241986
Tupman,35.298743,-119.357674
Turlock,37.505524,-120.859269
Tustin,33.73092,-117.810599
Tuttle,37.296508,-120.378867
Tuttletown,38.010436,-120.441246
Twain,40.035503,-121.040363
Twain Harte,38.036943,-120.233918
Twentynine Palms,34.147817,-116.065959
Twin Lakes,36.961378,-121.991748
Twin Lakes,38.162886,-119.341063
Ukiah,39.147519,-123.204903
Union City,37.602759,-122.01884
University of California-Davis,38.537704,-121.7579
University of California-Merced,37.364083,-120.418831
University of California-Santa Barbara,34.417825,-119.846713
Upland,34.116073,-117.659922
Upper Lake,39.16505,-122.905182
Vacaville,38.358621,-121.968601
Val Verde,34.450423,-118.671784
Valinda,34.040033,-117.930057
Valle Vista,33.743363,-116.888783
Vallecito,38.083203,-120.468331
Vallejo,38.106909,-122.262339
Valley Acres,35.208668,-119.410651
Valley Center,33.232994,-117.015763
Valley Ford,38.32456,-122.914733
Valley Home,37.827241,-120.914343
Valley Ranch,39.740342,-120.564895
Valley Springs,38.189378,-120.825279
Valley Wells,35.880729,-117.335676
Vandenberg AFB,34.727986,-120.506467
Vandenberg Village,34.71174,-120.461933
Verdi,39.526969,-120.023394
Vernon,34.001123,-118.210869
Victor,38.138465,-121.19876
Victorville,34.527735,-117.353579
View Park-Windsor Hills,33.994472,-118.347762
Villa Park,33.817985,-117.811293
Vina,39.93418,-122.051706
Vincent,34.098268,-117.923801
Vine Hill,38.007117,-122.087297
Vineyard,38.474035,-121.323995
Virginia Lakes,38.043473,-119.259877
Visalia,36.32803,-119.328519
Vista,33.189528,-117.238582
Vista Santa Rosa,33.621451,-116.208816
Volcano,38.450614,-120.621768
Volta,37.082353,-120.91448
Walker,38.518502,-119.473051
Wallace,38.199838,-120.964242
Walnut,34.037195,-117.855606
Walnut Creek,37.902666,-122.040479
Walnut Grove,38.250594,-121.534973
Walnut Park,33.968233,-118.221948
Warm Springs,33.706681,-117.334347
Warner Valley,40.404355,-121.340562
Wasco,35.593785,-119.367101
Washington,39.359158,-120.790497
Waterford,37.642685,-120.754152
Waterloo,38.036452,-121.184555
Watsonville,36.923587,-121.772395
Waukena,36.139104,-119.510973
Wautec,41.354315,-123.862288
Wawona,37.544674,-119.638674
Weaverville,40.740655,-122.929022
Weed,41.412087,-122.380966
Weedpatch,35.235892,-118.909561
Weitchpec,41.194593,-123.688847
Weldon,35.644103,-118.309088
Weott,40.322772,-123.920622
West Athens,33.923453,-118.303301
West Bishop,37.362768,-118.475046
West Carson,33.823139,-118.293685
West Covina,34.055941,-117.909937
West Goshen,36.349183,-119.457374
West Hollywood,34.088268,-118.371831
West Menlo Park,37.433824,-122.20342
West Modesto,37.617519,-121.032828
West Park,36.705526,-119.851548
West Point,38.406819,-120.542592
West Puente Valley,34.05228,-117.966717
West Rancho Dominguez,33.904332,-118.267777
West Sacramento,38.554368,-121.548663
West Whittier-Los Nietos,33.975998,-118.068929
Westhaven-Moonstone,41.036117,-124.09083
Westlake Village,34.136675,-118.817367
Westley,37.546908,-121.200915
Westminster,33.752292,-117.993868
Westmont,33.941682,-118.301834
Westmorland,33.038996,-115.622441
Westside,36.404202,-120.134326
Westwood,40.30522,-121.003503
Wheatland,39.031163,-121.389996
Whitehawk,39.720609,-120.553583
Whitewater,33.93559,-116.687212
Whitley Gardens,35.656322,-120.508112
Whitmore,40.61251,-121.935906
Whittier,33.966827,-118.020122
Wildomar,33.617278,-117.258312
Wilkerson,37.277339,-118.391588
Williams,39.14978,-122.138968
Williams Canyon,33.728913,-117.639438
Willits,39.405006,-123.348889
Willow Creek,40.93933,-123.6411
Willowbrook,33.920834,-118.236915
Willows,39.514752,-122.199178
Wilseyville,38.376483,-120.486844
Wilsonia,36.734598,-118.955847
Wilton,38.412977,-121.212718
Winchester,33.71463,-117.077398
Windsor,38.542099,-122.808613
Winter Gardens,32.837512,-116.926555
Winterhaven,32.737183,-114.637798
Winters,38.533271,-121.975473
Winton,37.385427,-120.617364
Wofford Heights,35.714951,-118.472664
Woodacre,38.005174,-122.63831
Woodbridge,38.172065,-121.308915
Woodcrest,33.878946,-117.368671
Woodlake,36.412828,-119.100718
Woodland,38.67116,-121.750043
Woodlands,35.028873,-120.552393
Woodside,37.42215,-122.258593
Woodville,36.09268,-119.201226
Woodville Farm Labor Camp,36.083151,-119.147923
Woody,35.708148,-118.814396
Wrightwood,34.345988,-117.627579
Yankee Hill,39.700709,-121.514688
Yermo,34.906656,-116.823274
Yettem,36.485684,-119.255689
Yolo,38.740463,-121.809324
Yorba Linda,33.889038,-117.77207
Yosemite Lakes,37.185358,-119.772122
Yosemite Valley,37.742523,-119.577626
Yosemite West,37.648193,-119.718217
Yountville,38.393512,-122.365536
Yreka,41.724032,-122.63157
Yuba City,39.129842,-121.641549
Yucaipa,34.033582,-117.042898
Yucca Valley,34.123347,-116.421557
Zayante,37.089214,-122.040862
